Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
normal,male,pescatarian,more frequently,wood,private,lpg,often,159,rarely,732,small,7,10,46,24,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2262
overweight,female,omnivore,less frequently,natural gas,private,lpg,often,187,never,196,extra large,4,16,8,10,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1662
underweight,male,pescatarian,more frequently,coal,private,hybrid,often,169,rarely,5393,large,3,13,2,5,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2303
overweight,male,vegan,less frequently,coal,private,petrol,sometimes,247,very frequently,7749,medium,5,5,20,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",6069
normal,female,pescatarian,twice a day,electricity,private,hybrid,never,295,very frequently,2761,extra large,3,2,1,8,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2188
obese,male,vegan,twice a day,coal,private,electric,sometimes,299,very frequently,9445,extra large,5,12,20,15,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",3779
underweight,female,vegan,daily,natural gas,private,electric,often,240,never,6726,small,7,15,6,16,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",848
normal,male,pescatarian,daily,wood,private,diesel,sometimes,190,rarely,5287,large,4,12,15,10,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2801
normal,male,pescatarian,daily,electricity,private,diesel,never,136,never,4306,extra large,5,5,3,13,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2207
normal,female,pescatarian,daily,wood,private,diesel,never,271,very frequently,555,small,7,18,0,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2278
normal,female,pescatarian,twice a day,electricity,private,hybrid,often,91,very frequently,6898,extra large,2,10,1,23,Sometimes,[],['Stove'],2964
normal,female,vegan,twice a day,electricity,private,diesel,sometimes,246,rarely,5413,large,2,16,38,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2108
normal,male,vegetarian,twice a day,coal,private,petrol,often,81,rarely,5499,small,4,21,27,2,Sometimes,['Glass'],"['Stove', 'Oven']",3800
normal,female,omnivore,daily,natural gas,private,lpg,never,193,never,8786,medium,2,7,40,7,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3266
normal,female,pescatarian,more frequently,wood,private,hybrid,never,296,rarely,5310,small,1,14,42,17,Yes,['Plastic'],"['Stove', 'Oven']",2288
underweight,male,omnivore,less frequently,coal,private,hybrid,never,286,frequently,8809,medium,5,18,37,15,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",3799
obese,female,vegan,daily,electricity,private,electric,sometimes,296,never,9285,large,6,3,45,1,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1616
overweight,female,omnivore,less frequently,coal,private,hybrid,sometimes,127,very frequently,9352,extra large,6,21,28,16,Sometimes,['Glass'],['Oven'],5015
normal,male,pescatarian,less frequently,coal,private,electric,sometimes,203,frequently,8920,large,2,23,32,6,Yes,"['Plastic', 'Glass']",['Stove'],2179
underweight,male,pescatarian,twice a day,wood,private,petrol,sometimes,218,never,5278,extra large,3,8,15,11,Sometimes,[],"['Stove', 'Oven']",3312
normal,female,pescatarian,less frequently,coal,private,lpg,never,194,frequently,7148,small,7,10,43,17,Yes,['Metal'],['Oven'],3633
underweight,female,omnivore,more frequently,wood,private,lpg,sometimes,244,very frequently,9014,extra large,3,1,4,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3949
normal,female,vegan,more frequently,coal,private,hybrid,often,196,very frequently,6180,large,7,13,49,7,Sometimes,"['Paper', 'Plastic', 'Glass']",[],3958
normal,male,omnivore,daily,electricity,private,diesel,never,183,rarely,8717,small,6,21,37,9,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",3635
obese,male,vegetarian,more frequently,electricity,private,hybrid,often,69,very frequently,9050,small,5,17,38,20,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4851
overweight,male,vegetarian,less frequently,electricity,private,hybrid,never,93,very frequently,1760,small,3,12,11,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",2105
obese,male,vegetarian,less frequently,natural gas,private,lpg,often,191,very frequently,6482,extra large,7,17,23,10,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",5918
underweight,female,pescatarian,less frequently,electricity,private,petrol,often,184,very frequently,1614,small,3,6,48,24,Yes,"['Plastic', 'Glass']",['Stove'],2612
underweight,female,pescatarian,twice a day,wood,private,lpg,sometimes,243,rarely,4215,large,4,14,45,9,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2578
normal,female,pescatarian,twice a day,natural gas,private,lpg,never,133,never,6127,small,7,6,34,16,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2467
obese,male,omnivore,daily,natural gas,private,diesel,sometimes,84,never,4084,medium,3,24,45,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2780
overweight,male,vegan,twice a day,wood,private,lpg,sometimes,260,rarely,2266,large,3,10,44,12,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2727
underweight,female,omnivore,less frequently,natural gas,private,hybrid,never,125,rarely,3849,small,7,14,7,6,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",1423
overweight,female,omnivore,less frequently,electricity,private,diesel,sometimes,220,rarely,9445,large,3,20,17,10,Sometimes,['Plastic'],['Oven'],3582
overweight,female,pescatarian,twice a day,electricity,private,diesel,often,210,very frequently,4197,small,2,16,48,16,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3538
overweight,male,omnivore,daily,electricity,private,hybrid,sometimes,53,rarely,1720,large,1,10,24,19,No,"['Glass', 'Metal']",['Stove'],1387
overweight,male,pescatarian,twice a day,wood,private,petrol,often,53,very frequently,601,small,4,15,30,3,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],2729
overweight,female,omnivore,less frequently,wood,private,electric,never,53,very frequently,6894,small,7,0,15,10,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2026
overweight,male,vegan,more frequently,electricity,private,electric,sometimes,183,very frequently,5442,large,3,9,20,20,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2522
overweight,female,pescatarian,less frequently,coal,private,lpg,sometimes,222,very frequently,3388,large,3,16,22,20,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3559
overweight,female,omnivore,less frequently,coal,private,diesel,often,120,never,5698,medium,1,17,28,0,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2790
obese,female,pescatarian,more frequently,natural gas,private,hybrid,never,191,frequently,6716,large,3,7,6,21,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2999
normal,male,pescatarian,less frequently,electricity,private,diesel,sometimes,179,very frequently,3717,medium,5,10,5,6,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],2899
underweight,female,pescatarian,twice a day,electricity,private,hybrid,often,292,frequently,3745,extra large,1,5,23,18,Yes,['Plastic'],[],2056
underweight,male,pescatarian,daily,natural gas,private,diesel,often,54,frequently,9915,large,5,11,12,16,No,"['Paper', 'Metal']",[],4122
normal,male,omnivore,daily,coal,private,diesel,sometimes,232,never,1181,large,3,2,18,7,No,['Plastic'],['Oven'],1888
overweight,male,vegan,more frequently,natural gas,private,lpg,never,194,frequently,4044,large,2,10,6,22,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2960
normal,female,vegetarian,daily,electricity,private,electric,often,158,never,5151,small,7,8,43,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",980
underweight,female,vegetarian,less frequently,natural gas,private,electric,sometimes,153,rarely,5711,extra large,4,10,48,5,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1523
overweight,female,omnivore,daily,coal,private,hybrid,sometimes,125,frequently,4670,small,6,5,7,6,Yes,['Glass'],[],2551
underweight,female,pescatarian,daily,coal,private,hybrid,often,52,rarely,6862,extra large,7,10,49,17,No,"['Plastic', 'Glass']",[],3198
obese,female,vegan,less frequently,coal,private,petrol,often,137,rarely,8095,medium,4,14,30,18,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",4960
overweight,male,vegan,less frequently,natural gas,private,diesel,never,232,never,2764,small,1,16,39,15,Yes,"['Plastic', 'Metal']",['Oven'],1998
obese,female,pescatarian,less frequently,electricity,private,hybrid,often,120,never,2061,extra large,4,12,14,17,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1734
underweight,male,omnivore,less frequently,natural gas,private,electric,never,268,very frequently,8886,extra large,3,8,13,9,No,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2797
underweight,female,vegan,daily,coal,private,lpg,often,151,rarely,1703,large,7,2,46,2,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2409
underweight,female,vegetarian,more frequently,coal,private,lpg,often,216,never,543,small,7,4,34,9,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1574
underweight,female,vegan,daily,natural gas,private,hybrid,never,160,never,7896,medium,3,13,6,5,No,"['Paper', 'Glass', 'Metal']",[],1559
overweight,male,vegan,twice a day,coal,private,lpg,never,140,rarely,5270,extra large,1,6,33,15,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3307
overweight,male,omnivore,less frequently,coal,private,petrol,never,281,frequently,1312,medium,2,6,5,23,Yes,"['Paper', 'Plastic', 'Glass']",[],2544
overweight,female,vegetarian,more frequently,coal,private,electric,sometimes,97,frequently,8798,extra large,6,6,8,23,Yes,"['Plastic', 'Glass']",['Microwave'],2161
obese,female,vegan,less frequently,electricity,private,petrol,never,145,never,9313,large,3,16,21,2,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4257
normal,male,vegan,less frequently,electricity,private,petrol,often,237,very frequently,6938,large,6,20,45,5,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5391
normal,male,pescatarian,daily,natural gas,private,electric,often,236,never,5140,medium,7,10,50,6,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",1884
underweight,male,vegetarian,twice a day,natural gas,private,hybrid,never,174,rarely,1545,medium,3,17,36,18,No,['Metal'],"['Stove', 'Microwave']",1721
normal,female,vegetarian,twice a day,natural gas,private,lpg,often,275,very frequently,9964,large,5,19,12,23,Yes,"['Paper', 'Glass']",[],4712
normal,male,vegetarian,more frequently,electricity,private,petrol,sometimes,74,frequently,3430,large,6,8,28,7,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",3169
overweight,female,pescatarian,less frequently,wood,private,lpg,sometimes,108,frequently,7993,large,1,15,27,23,No,['Plastic'],"['Oven', 'Microwave']",4042
obese,male,vegan,twice a day,wood,private,diesel,sometimes,238,very frequently,4870,extra large,2,11,37,15,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4631
overweight,male,pescatarian,less frequently,wood,private,electric,often,62,frequently,9123,medium,4,2,44,2,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2539
obese,male,pescatarian,less frequently,wood,private,lpg,often,151,very frequently,9070,extra large,7,11,16,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",6816
obese,male,pescatarian,daily,natural gas,private,diesel,often,189,rarely,274,large,1,8,30,14,Yes,['Plastic'],['Microwave'],2066
overweight,female,omnivore,more frequently,coal,private,lpg,never,125,never,8390,extra large,7,7,20,10,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4260
normal,male,omnivore,less frequently,electricity,private,diesel,never,90,rarely,3379,extra large,1,22,50,10,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2128
overweight,male,vegetarian,more frequently,electricity,private,hybrid,never,208,never,2215,medium,4,11,32,15,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",1562
overweight,female,vegetarian,less frequently,electricity,private,electric,never,77,never,9206,medium,3,24,18,7,No,"['Plastic', 'Glass', 'Metal']",[],626
obese,female,vegetarian,more frequently,electricity,private,petrol,never,261,rarely,5475,small,5,18,13,17,No,[],"['Stove', 'Oven']",3612
obese,male,omnivore,daily,electricity,private,diesel,never,246,rarely,9663,medium,3,22,21,8,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",4347
normal,female,vegan,twice a day,wood,private,diesel,never,98,very frequently,5774,medium,7,2,8,1,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",3222
obese,female,pescatarian,less frequently,wood,private,electric,sometimes,115,never,2062,medium,6,22,19,14,No,['Metal'],"['Stove', 'Oven']",1523
obese,male,vegetarian,less frequently,natural gas,private,petrol,often,198,never,1741,large,6,6,42,13,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3325
underweight,male,vegan,less frequently,wood,private,diesel,never,196,frequently,5307,large,4,9,24,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2673
overweight,male,pescatarian,less frequently,natural gas,private,diesel,never,263,very frequently,7952,medium,3,23,5,17,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",4496
obese,male,omnivore,less frequently,coal,private,hybrid,never,156,rarely,2073,small,4,4,24,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2011
overweight,male,vegan,less frequently,electricity,private,electric,often,82,frequently,9371,extra large,4,19,36,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2209
obese,female,pescatarian,less frequently,wood,private,electric,often,149,very frequently,8250,medium,4,14,42,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2901
normal,male,vegetarian,twice a day,wood,private,diesel,never,175,very frequently,6142,extra large,4,13,17,11,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",4173
obese,female,pescatarian,less frequently,electricity,private,electric,often,114,never,3657,large,7,1,20,21,No,"['Paper', 'Plastic', 'Metal']",['Stove'],1466
underweight,female,omnivore,twice a day,wood,private,petrol,never,155,frequently,3756,extra large,6,13,42,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3439
normal,female,vegetarian,daily,electricity,private,petrol,often,81,frequently,7918,extra large,1,14,32,15,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",4286
underweight,male,pescatarian,twice a day,wood,private,diesel,sometimes,50,rarely,4757,extra large,3,10,20,3,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],2272
normal,male,omnivore,daily,electricity,private,diesel,sometimes,105,rarely,4411,small,1,20,44,21,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2482
underweight,female,vegetarian,daily,natural gas,private,electric,sometimes,282,frequently,5823,medium,6,19,21,10,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1644
normal,female,vegetarian,less frequently,natural gas,private,petrol,never,111,never,9845,extra large,6,9,37,19,Sometimes,['Metal'],['Microwave'],4663
obese,female,omnivore,more frequently,natural gas,private,diesel,never,54,frequently,6395,large,2,17,13,3,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3314
overweight,male,omnivore,less frequently,electricity,private,hybrid,often,216,very frequently,4288,medium,6,23,10,19,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",3710
overweight,female,omnivore,more frequently,natural gas,private,electric,often,192,never,6654,small,1,24,5,8,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",965
overweight,male,omnivore,less frequently,wood,private,petrol,often,202,rarely,5203,medium,7,14,27,9,Sometimes,"['Glass', 'Metal']",[],4151
obese,female,pescatarian,daily,electricity,private,lpg,sometimes,161,rarely,2498,large,7,5,46,6,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],2521
obese,female,vegetarian,more frequently,natural gas,private,electric,often,211,frequently,5145,small,4,7,32,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1930
normal,female,pescatarian,more frequently,natural gas,private,hybrid,sometimes,166,frequently,4595,small,4,2,11,13,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1866
underweight,male,pescatarian,daily,electricity,private,lpg,sometimes,246,very frequently,6434,small,7,11,39,12,No,"['Paper', 'Glass']",['Microwave'],4052
normal,male,vegetarian,less frequently,natural gas,private,petrol,often,69,rarely,3291,medium,5,0,4,22,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2627
underweight,male,omnivore,daily,natural gas,private,diesel,sometimes,101,very frequently,189,large,2,14,50,12,Yes,['Glass'],[],2614
underweight,female,vegan,twice a day,natural gas,private,lpg,never,95,frequently,4037,medium,7,2,35,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2414
obese,male,omnivore,daily,natural gas,private,lpg,sometimes,279,frequently,2376,medium,1,24,37,9,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3488
overweight,female,vegetarian,less frequently,natural gas,private,electric,often,124,rarely,875,medium,3,16,27,6,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1283
underweight,female,pescatarian,less frequently,coal,private,petrol,sometimes,52,never,3709,small,3,4,41,12,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2227
obese,male,vegetarian,more frequently,coal,private,hybrid,often,141,frequently,75,medium,1,8,20,22,Sometimes,['Paper'],['Microwave'],2485
underweight,male,vegetarian,more frequently,coal,private,electric,never,242,frequently,4749,medium,5,23,29,15,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",2252
underweight,male,pescatarian,twice a day,natural gas,private,hybrid,often,171,frequently,4592,small,7,13,9,20,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2543
obese,female,pescatarian,daily,electricity,private,petrol,often,279,very frequently,2950,large,7,5,1,7,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",3772
